zone_name,Element,Adjacent condition,Area-Nett (m2),Flow path,U-Value (W/K-m2),U-Value*Area (W/K),Km (KJ/m2-K),Km*Area (KJ/K),SROut (m2-K/W),SRIn (m2-K/W),Orientation (deg E of N),Slope (deg),Heavyweight?,Embodied Carbon (kgCO2),Embodied Carbon Flag,Equivalent CO2 (kgCO2),Equivalent CO2 Flag,Cost of Surface Finish (EGP)
First floor - Zone 61,Wall,Outside,2.044,Best wall,1.774,3.6262,143.164,292.6272,0.04,0.13,90.0,90.0,True,271.402,,277.412,,774.0
First floor - Zone 61,Partition,First floor - Zone 53,2.017,Project partition,1.639,3.3066,22.5,45.3825,0.13,0.13,270.0,90.0,True,5.446,,5.9,,764.0
First floor - Zone 61,Wall,Outside,2.157,Best wall,1.774,3.8267,143.164,308.8047,0.04,0.13,180.0,90.0,True,286.407,,292.748,,817.0
First floor - Zone 61,Glazing,Outside,3.798,SageGlass Climatop Blue No Tint,0.687,2.6092,0.0,0.0,0.061,0.293,270.0,90.0,False,193.166,**,193.166,**,0.0
First floor - Zone 61,Glazing,Outside,3.825,SageGlass Climatop Blue No Tint,0.687,2.6278,0.0,0.0,0.061,0.293,0.0,90.0,False,194.54,**,194.54,**,0.0
First floor - Zone 61,Glazing,Outside,0.681,SageGlass Climatop Blue No Tint,0.687,0.4678,0.0,0.0,0.061,0.293,90.0,90.0,False,34.636,**,34.636,**,0.0
First floor - Zone 61,Glazing,Outside,0.568,SageGlass Climatop Blue No Tint,0.687,0.3902,0.0,0.0,0.061,0.293,180.0,90.0,False,28.888,**,28.888,**,0.0
First floor - Zone 53,Infiltration,Outside,,,,13.966,,,,,,,False,0.0,,,,
First floor - Zone 53,Floor,Ground Floor - Zone 76,12.724,Project internal floor,2.929,37.2669,88.2,1122.257,0.1,0.17,0.0,180.0,True,0.0,,0.0,,5422.0
First floor - Zone 53,Floor,Outside,0.372,Project external floor,0.246,0.0916,6.294,2.3414,0.1,0.17,0.0,180.0,True,3.502,,3.63,,159.0
First floor - Zone 53,Ceiling,2nd Floor plan - Zone 41,13.096,Project internal floor_Reversed,2.929,38.3565,88.2,1155.067,0.17,0.1,180.0,0.0,True,110.006,,110.006,,5581.0
First floor - Zone 53,Partition,First floor - Zone 63,18.585,Project partition,1.639,30.4672,22.5,418.1625,0.13,0.13,270.0,90.0,True,0.0,,0.0,,7040.0
First floor - Zone 53,Partition,First floor - Zone 58,15.669,Project partition,1.639,25.6869,22.5,352.5525,0.13,0.13,180.0,90.0,True,0.0,,0.0,,5935.0
First floor - Zone 53,Partition,First floor - Zone 55,6.785,Project partition,1.639,11.123,22.5,152.6625,0.13,0.13,180.0,90.0,True,0.0,,0.0,,2570.0
First floor - Zone 53,Wall,Outside,12.77,Best wall,1.774,22.6551,143.164,1828.204,0.04,0.13,90.0,90.0,True,1695.601,,1733.145,,4837.0
First floor - Zone 53,Wall,Outside,2.157,Best wall,1.774,3.8267,143.164,308.8047,0.04,0.13,180.0,90.0,True,286.407,,292.748,,817.0
First floor - Zone 53,Partition,First floor - Zone 61,2.017,Project partition,1.639,3.3066,22.5,45.3825,0.13,0.13,90.0,90.0,True,0.0,,0.0,,764.0
First floor - Zone 53,Wall,Outside,19.949,Best wall,1.774,35.3913,143.164,2855.979,0.04,0.13,0.0,90.0,True,2648.828,,2707.478,,7556.0
First floor - Zone 53,Glazing,Outside,3.798,SageGlass Climatop Blue No Tint,0.687,2.6092,0.0,0.0,0.061,0.293,90.0,90.0,False,193.166,**,193.166,**,0.0
First floor - Zone 53,Glazing,Outside,0.568,SageGlass Climatop Blue No Tint,0.687,0.3902,0.0,0.0,0.061,0.293,180.0,90.0,False,28.888,**,28.888,**,0.0
First floor - Zone 53,Glazing,Outside,5.23,SageGlass Climatop Blue No Tint,0.687,3.593,0.0,0.0,0.061,0.293,0.0,90.0,False,265.998,**,265.998,**,0.0
First floor - Zone 72,Infiltration,Outside,,,,13.278,,,,,,,False,0.0,,,,
First floor - Zone 72,Floor,Ground Floor - Zone 45,11.351,Project internal floor,2.929,33.2456,88.2,1001.158,0.1,0.17,0.0,180.0,True,0.0,,0.0,,4837.0
First floor - Zone 72,Ceiling,2nd Floor plan - Zone 62,11.38,Project internal floor_Reversed,2.929,33.3305,88.2,1003.716,0.17,0.1,180.0,0.0,True,95.592,,95.592,,4849.0
First floor - Zone 72,Partition,First floor - Zone 95,15.036,Project partition,1.639,24.6492,22.5,338.31,0.13,0.13,270.0,90.0,True,40.597,,43.98,,5695.0
First floor - Zone 72,Partition,First floor - Zone 82,22.481,Project partition,1.639,36.8541,22.5,505.8226,0.13,0.13,180.0,90.0,True,0.0,,0.0,,8516.0
First floor - Zone 72,Wall,Outside,11.547,Best wall,1.774,20.4854,143.164,1653.115,0.04,0.13,90.0,90.0,True,1533.211,,1567.159,,4374.0
First floor - Zone 72,Partition,First floor - Zone 85,22.481,Project partition,1.639,36.8541,22.5,505.8226,0.13,0.13,0.0,90.0,True,0.0,,0.0,,8516.0
First floor - Zone 72,Glazing,Outside,3.489,SageGlass Climatop Blue No Tint,0.687,2.3969,0.0,0.0,0.061,0.293,90.0,90.0,False,177.451,**,177.451,**,0.0
First floor - Zone 84,Infiltration,Outside,,,,11.077,,,,,,,False,0.0,,,,
First floor - Zone 84,Floor,Ground Floor - Zone 43,9.631,Project internal floor,2.929,28.2079,88.2,849.4542,0.1,0.17,0.0,180.0,True,0.0,,0.0,,4104.0
First floor - Zone 84,Ceiling,2nd Floor plan - Zone 61,9.656,Project internal floor_Reversed,2.929,28.2812,88.2,851.6592,0.17,0.1,180.0,0.0,True,81.11,,81.11,,4115.0
First floor - Zone 84,Wall,Outside,11.547,Best wall,1.774,20.4854,143.164,1653.115,0.04,0.13,270.0,90.0,True,1533.211,,1567.159,,4374.0
First floor - Zone 84,Partition,First floor - Zone 82,19.075,Project partition,1.639,31.2705,22.5,429.1876,0.13,0.13,180.0,90.0,True,0.0,,0.0,,7225.0
First floor - Zone 84,Partition,First floor - Zone 82,15.036,Project partition,1.639,24.6492,22.5,338.31,0.13,0.13,90.0,90.0,True,0.0,,0.0,,5695.0
First floor - Zone 84,Partition,First floor - Zone 87,19.075,Project partition,1.639,31.2705,22.5,429.1876,0.13,0.13,0.0,90.0,True,0.0,,0.0,,7225.0
First floor - Zone 84,Glazing,Outside,3.489,SageGlass Climatop Blue No Tint,0.687,2.3969,0.0,0.0,0.061,0.293,270.0,90.0,False,177.451,**,177.451,**,0.0
2nd Floor plan - Zone 15,Infiltration,Outside,,,,66.279,,,,,,,False,0.0,,,,
2nd Floor plan - Zone 15,Floor,First floor - Zone 3,50.319,Project internal floor,2.929,147.3778,88.2,4438.136,0.1,0.17,0.0,180.0,True,0.0,,0.0,,21443.0
2nd Floor plan - Zone 15,Floor,First floor - Zone 15,0.587,Project internal floor,2.929,1.7192,88.2,51.7734,0.1,0.17,0.0,180.0,True,0.0,,0.0,,250.0
2nd Floor plan - Zone 15,Floor,First floor - Zone 92,2.283,Project internal floor,2.929,6.6866,88.2,201.3606,0.1,0.17,0.0,180.0,True,0.0,,0.0,,973.0
2nd Floor plan - Zone 15,Roof,Outside,53.189,Best roof,0.223,11.8637,240.0,12765.36,0.04,0.1,180.0,0.0,True,8636.724,*,9155.316,*,15111.0
2nd Floor plan - Zone 15,Partition,2nd Floor plan - Zone 69,18.803,Project partition,1.639,30.8246,22.5,423.0675,0.13,0.13,270.0,90.0,True,50.768,,54.999,,7122.0
2nd Floor plan - Zone 15,Partition,2nd Floor plan - Zone 1,19.348,Project partition,1.639,31.718,22.5,435.33,0.13,0.13,270.0,90.0,True,52.24,,56.593,,7329.0
2nd Floor plan - Zone 15,Partition,2nd Floor plan - Zone 1,2.726,Project partition,1.639,4.4689,22.5,61.335,0.13,0.13,268.17,90.0,True,7.36,,7.974,,1033.0
2nd Floor plan - Zone 15,Wall,Outside,31.948,Best wall,1.774,56.6786,143.164,4573.804,0.04,0.13,180.0,90.0,True,4242.055,,4335.982,,12102.0
2nd Floor plan - Zone 15,Wall,Outside,4.033,Best wall,1.774,7.1549,143.164,577.3804,0.04,0.13,90.0,90.0,True,535.502,,547.359,,1528.0
2nd Floor plan - Zone 15,Wall,Outside,4.033,Best wall,1.774,7.1549,143.164,577.3804,0.04,0.13,270.0,90.0,True,535.502,,547.359,,1528.0
2nd Floor plan - Zone 15,Partition,2nd Floor plan - Zone 16,29.294,Project partition,1.639,48.023,22.5,659.1151,0.13,0.13,90.0,90.0,True,79.094,,85.685,,11096.0
2nd Floor plan - Zone 15,Partition,2nd Floor plan - Zone 14,11.581,Project partition,1.639,18.9852,22.5,260.5725,0.13,0.13,90.0,90.0,True,31.269,,33.874,,4387.0
2nd Floor plan - Zone 15,Partition,2nd Floor plan - Zone 69,40.091,Project partition,1.639,65.7229,22.5,902.0475,0.13,0.13,0.0,90.0,True,108.246,,117.266,,15186.0
2nd Floor plan - Zone 15,Glazing,Outside,8.056,SageGlass Climatop Blue No Tint,0.687,5.5345,0.0,0.0,0.061,0.293,180.0,90.0,False,409.728,**,409.728,**,0.0
2nd Floor plan - Zone 69,Infiltration,Outside,,,,765.067,,,,,,,False,0.0,,,,
2nd Floor plan - Zone 69,Floor,First floor - Zone 16,7.531,Project internal floor,2.929,22.0573,88.2,664.2343,0.1,0.17,0.0,180.0,True,0.0,,0.0,,3209.0
2nd Floor plan - Zone 69,Floor,First floor - Zone 26,1.365,Project internal floor,2.929,3.9979,88.2,120.393,0.1,0.17,0.0,180.0,True,0.0,,0.0,,582.0
2nd Floor plan - Zone 69,Floor,First floor - Zone 92,577.223,Project internal floor,2.929,1690.6113,88.2,50911.07,0.1,0.17,0.0,180.0,True,0.0,,0.0,,245976.0
2nd Floor plan - Zone 69,Floor,First floor - Zone 82,0.9,Project internal floor,2.929,2.636,88.2,79.38,0.1,0.17,0.0,180.0,True,0.0,,0.0,,384.0
2nd Floor plan - Zone 69,Floor,First floor - Zone 11,5.003,Project internal floor,2.929,14.6531,88.2,441.2646,0.1,0.17,0.0,180.0,True,0.0,,0.0,,2132.0
2nd Floor plan - Zone 69,Floor,First floor - Zone 38,0.976,Project internal floor,2.929,2.8586,88.2,86.0832,0.1,0.17,0.0,180.0,True,0.0,,0.0,,416.0
2nd Floor plan - Zone 69,Roof,Outside,593.0,Best roof,0.223,132.2674,240.0,142320.0,0.04,0.1,180.0,0.0,True,96290.16,*,102071.9,*,168466.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 21,10.627,Project partition,1.639,17.4213,22.5,239.1075,0.13,0.13,270.0,90.0,True,28.693,,31.084,,4025.0
2nd Floor plan - Zone 69,Wall,Outside,19.345,Best wall,1.774,34.3197,143.164,2769.508,0.04,0.13,180.0,90.0,True,2568.629,,2625.503,,7328.0
2nd Floor plan - Zone 69,Wall,Outside,28.944,Best wall,1.774,51.3492,143.164,4143.739,0.04,0.13,270.0,90.0,True,3843.184,,3928.28,,10964.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 1,14.034,Project partition,1.639,23.0066,22.5,315.765,0.13,0.13,180.0,90.0,True,37.892,,41.049,,5316.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 15,18.803,Project partition,1.639,30.8246,22.5,423.0675,0.13,0.13,90.0,90.0,True,0.0,,0.0,,7122.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 15,40.091,Project partition,1.639,65.7229,22.5,902.0475,0.13,0.13,180.0,90.0,True,0.0,,0.0,,15186.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 14,23.903,Project partition,1.639,39.1852,22.5,537.8176,0.13,0.13,180.0,90.0,True,64.538,,69.916,,9054.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 13,24.841,Project partition,1.639,40.7229,22.5,558.9225,0.13,0.13,180.0,90.0,True,67.071,,72.66,,9409.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 12,17.291,Project partition,1.639,28.3459,22.5,389.0475,0.13,0.13,90.0,90.0,True,46.686,,50.576,,6550.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 9,26.173,Project partition,1.639,42.9066,22.5,588.8926,0.13,0.13,90.0,90.0,True,70.667,,76.556,,9914.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 6,57.334,Project partition,1.639,93.9902,22.5,1290.015,0.13,0.13,90.0,90.0,True,154.802,,167.702,,21717.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 6,18.803,Project partition,1.639,30.8246,22.5,423.0675,0.13,0.13,180.0,90.0,True,50.768,,54.999,,7122.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 5,7.903,Project partition,1.639,12.9557,22.5,177.8175,0.13,0.13,90.0,90.0,True,21.338,,23.116,,2994.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 8,18.803,Project partition,1.639,30.8246,22.5,423.0675,0.13,0.13,0.0,90.0,True,50.768,,54.999,,7122.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 8,15.819,Project partition,1.639,25.9328,22.5,355.9275,0.13,0.13,90.0,90.0,True,42.711,,46.271,,5992.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 7,17.181,Project partition,1.639,28.1656,22.5,386.5725,0.13,0.13,90.0,90.0,True,46.389,,50.254,,6508.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 4,62.675,Project partition,1.639,102.7459,22.5,1410.188,0.13,0.13,90.0,90.0,True,169.223,,183.324,,23741.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 3,17.168,Project partition,1.639,28.1443,22.5,386.28,0.13,0.13,0.0,90.0,True,46.354,,50.216,,6503.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 2,55.045,Project partition,1.639,90.2377,22.5,1238.513,0.13,0.13,0.0,90.0,True,148.622,,161.007,,20850.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 2,20.71,Project partition,1.639,33.9508,22.5,465.975,0.13,0.13,90.0,90.0,True,55.917,,60.577,,7845.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 57,35.152,Project partition,1.639,57.6262,22.5,790.9201,0.13,0.13,0.0,90.0,True,94.91,,102.82,,13315.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 56,2.998,Project partition,1.639,4.9148,22.5,67.455,0.13,0.13,270.0,90.0,True,8.095,,8.769,,1136.0
2nd Floor plan - Zone 69,Wall,Outside,15.558,Best wall,1.774,27.6013,143.164,2227.345,0.04,0.13,0.0,90.0,True,2065.791,,2111.532,,5893.0
2nd Floor plan - Zone 69,Wall,Outside,5.773,Best wall,1.774,10.2418,143.164,826.4857,0.04,0.13,90.0,90.0,True,766.539,,783.512,,2187.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 55,16.623,Project partition,1.639,27.2508,22.5,374.0175,0.13,0.13,0.0,90.0,True,44.882,,48.622,,6297.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 54,9.183,Project partition,1.639,15.0541,22.5,206.6175,0.13,0.13,0.0,90.0,True,24.794,,26.86,,3478.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 53,11.064,Project partition,1.639,18.1377,22.5,248.94,0.13,0.13,270.0,90.0,True,29.873,,32.362,,4191.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 53,50.685,Project partition,1.639,83.0902,22.5,1140.413,0.13,0.13,0.0,90.0,True,136.85,,148.254,,19199.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 48,24.525,Project partition,1.639,40.2049,22.5,551.8126,0.13,0.13,270.0,90.0,True,66.218,,71.736,,9290.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 66,57.229,Project partition,1.639,93.818,22.5,1287.653,0.13,0.13,270.0,90.0,True,154.518,,167.395,,21678.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 26,17.235,Project partition,1.639,28.2541,22.5,387.7875,0.13,0.13,270.0,90.0,True,46.535,,50.412,,6528.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 24,17.235,Project partition,1.639,28.2541,22.5,387.7875,0.13,0.13,270.0,90.0,True,46.535,,50.412,,6528.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 23,9.539,Project partition,1.639,15.6377,22.5,214.6275,0.13,0.13,180.0,90.0,True,25.755,,27.902,,3613.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 23,84.585,Project partition,1.639,138.6639,22.5,1903.163,0.13,0.13,270.0,90.0,True,228.38,,247.411,,32040.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 18,15.669,Project partition,1.639,25.6869,22.5,352.5525,0.13,0.13,180.0,90.0,True,42.306,,45.832,,5935.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 20,14.279,Project partition,1.639,23.4082,22.5,321.2775,0.13,0.13,90.0,90.0,True,38.553,,41.766,,5409.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 20,17.542,Project partition,1.639,28.7574,22.5,394.695,0.13,0.13,180.0,90.0,True,47.363,,51.31,,6645.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 25,14.476,Project partition,1.639,23.7311,22.5,325.71,0.13,0.13,180.0,90.0,True,39.085,,42.342,,5483.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 21,18.394,Project partition,1.639,30.1541,22.5,413.865,0.13,0.13,180.0,90.0,True,49.664,,53.802,,6967.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 58,162.138,Project partition,1.639,265.8,22.5,3648.105,0.13,0.13,180.0,90.0,True,437.773,,474.254,,61416.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 68,129.032,Project partition,1.639,211.5279,22.5,2903.22,0.13,0.13,270.0,90.0,True,348.386,,377.419,,48876.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 58,32.697,Project partition,1.639,53.6016,22.5,735.6826,0.13,0.13,270.0,90.0,True,88.282,,95.639,,12385.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 68,130.808,Project partition,1.639,214.4393,22.5,2943.18,0.13,0.13,0.42,90.0,True,353.182,,382.613,,49548.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 58,31.366,Project partition,1.639,51.4197,22.5,705.735,0.13,0.13,357.51,90.0,True,84.688,,91.746,,11881.0
2nd Floor plan - Zone 69,Partition,2nd Floor plan - Zone 58,162.138,Project partition,1.639,265.8,22.5,3648.105,0.13,0.13,90.0,90.0,True,437.773,,474.254,,61416.0
2nd Floor plan - Zone 69,Glazing,Outside,7.905,SageGlass Climatop Blue No Tint,0.687,5.4307,0.0,0.0,0.061,0.293,180.0,90.0,False,402.048,**,402.048,**,0.0
2nd Floor plan - Zone 69,Glazing,Outside,11.741,SageGlass Climatop Blue No Tint,0.687,8.0661,0.0,0.0,0.061,0.293,270.0,90.0,False,597.147,**,597.147,**,0.0
2nd Floor plan - Zone 69,Glazing,Outside,6.324,SageGlass Climatop Blue No Tint,0.687,4.3446,0.0,0.0,0.061,0.293,0.0,90.0,False,321.639,**,321.639,**,0.0
2nd Floor plan - Zone 69,Glazing,Outside,2.239,SageGlass Climatop Blue No Tint,0.687,1.5382,0.0,0.0,0.061,0.293,90.0,90.0,False,113.876,**,113.876,**,0.0
2nd Floor plan - Zone 21,Infiltration,Outside,,,,16.754,,,,,,,False,0.0,,,,
2nd Floor plan - Zone 21,Floor,First floor - Zone 20,8.763,Project internal floor,2.929,25.6657,88.2,772.8966,0.1,0.17,0.0,180.0,True,0.0,,0.0,,3734.0
2nd Floor plan - Zone 21,Floor,First floor - Zone 21,5.041,Project internal floor,2.929,14.7644,88.2,444.6162,0.1,0.17,0.0,180.0,True,0.0,,0.0,,2148.0
2nd Floor plan - Zone 21,Roof,Outside,13.804,Best roof,0.223,3.079,240.0,3312.96,0.04,0.1,180.0,0.0,True,2241.466,*,2376.055,*,3922.0
2nd Floor plan - Zone 21,Partition,2nd Floor plan - Zone 25,12.154,Project partition,1.639,19.9246,22.5,273.465,0.13,0.13,270.0,90.0,True,32.816,,35.55,,4604.0
2nd Floor plan - Zone 21,Partition,2nd Floor plan - Zone 22,10.137,Project partition,1.639,16.618,22.5,228.0825,0.13,0.13,270.0,90.0,True,0.0,,0.0,,3840.0
2nd Floor plan - Zone 21,Partition,2nd Floor plan - Zone 19,18.394,Project partition,1.639,30.1541,22.5,413.865,0.13,0.13,180.0,90.0,True,0.0,,0.0,,6967.0
2nd Floor plan - Zone 21,Partition,2nd Floor plan - Zone 1,3.488,Project partition,1.639,5.718,22.5,78.48,0.13,0.13,90.0,90.0,True,9.418,,10.202,,1321.0
2nd Floor plan - Zone 21,Wall,Outside,5.768,Best wall,1.774,10.2329,143.164,825.77,0.04,0.13,90.0,90.0,True,765.875,,782.833,,2185.0
2nd Floor plan - Zone 21,Partition,2nd Floor plan - Zone 69,10.627,Project partition,1.639,17.4213,22.5,239.1075,0.13,0.13,90.0,90.0,True,0.0,,0.0,,4025.0
2nd Floor plan - Zone 21,Partition,2nd Floor plan - Zone 69,18.394,Project partition,1.639,30.1541,22.5,413.865,0.13,0.13,0.0,90.0,True,0.0,,0.0,,6967.0
2nd Floor plan - Zone 21,Glazing,Outside,2.408,SageGlass Climatop Blue No Tint,0.687,1.6543,0.0,0.0,0.061,0.293,90.0,90.0,False,122.471,**,122.471,**,0.0
2nd Floor plan - Zone 25,Infiltration,Outside,,,,7.037,,,,,,,False,0.0,,,,
2nd Floor plan - Zone 25,Floor,First floor - Zone 22,0.246,Project internal floor,2.929,0.7205,88.2,21.6972,0.1,0.17,0.0,180.0,True,0.0,,0.0,,105.0
2nd Floor plan - Zone 25,Floor,First floor - Zone 18,0.111,Project internal floor,2.929,0.3251,88.2,9.7902,0.1,0.17,0.0,180.0,True,0.0,,0.0,,47.0
2nd Floor plan - Zone 25,Floor,First floor - Zone 21,5.566,Project internal floor,2.929,16.3021,88.2,490.9212,0.1,0.17,0.0,180.0,True,0.0,,0.0,,2372.0
2nd Floor plan - Zone 25,Roof,Outside,5.923,Best roof,0.223,1.3211,240.0,1421.52,0.04,0.1,180.0,0.0,True,961.765,*,1019.514,*,1683.0
2nd Floor plan - Zone 25,Partition,2nd Floor plan - Zone 20,12.154,Project partition,1.639,19.9246,22.5,273.465,0.13,0.13,270.0,90.0,True,0.0,,0.0,,4604.0
2nd Floor plan - Zone 25,Partition,2nd Floor plan - Zone 22,14.476,Project partition,1.639,23.7311,22.5,325.71,0.13,0.13,180.0,90.0,True,0.0,,0.0,,5483.0
2nd Floor plan - Zone 25,Partition,2nd Floor plan - Zone 21,12.154,Project partition,1.639,19.9246,22.5,273.465,0.13,0.13,90.0,90.0,True,0.0,,0.0,,4604.0
2nd Floor plan - Zone 25,Partition,2nd Floor plan - Zone 69,14.476,Project partition,1.639,23.7311,22.5,325.71,0.13,0.13,0.0,90.0,True,0.0,,0.0,,5483.0
2nd Floor plan - Zone 20,Infiltration,Outside,,,,16.323,,,,,,,False,0.0,,,,
2nd Floor plan - Zone 20,Floor,First floor - Zone 18,8.357,Project internal floor,2.929,24.4766,88.2,737.0875,0.1,0.17,0.0,180.0,True,0.0,,0.0,,3561.0
2nd Floor plan - Zone 20,Floor,First floor - Zone 21,4.808,Project internal floor,2.929,14.082,88.2,424.0656,0.1,0.17,0.0,180.0,True,0.0,,0.0,,2049.0
2nd Floor plan - Zone 20,Roof,Outside,13.165,Best roof,0.223,2.9364,240.0,3159.6,0.04,0.1,180.0,0.0,True,2137.707,*,2266.065,*,3740.0
2nd Floor plan - Zone 20,Partition,2nd Floor plan - Zone 69,14.279,Project partition,1.639,23.4082,22.5,321.2775,0.13,0.13,270.0,90.0,True,0.0,,0.0,,5409.0
2nd Floor plan - Zone 20,Partition,2nd Floor plan - Zone 18,8.012,Project partition,1.639,13.1344,22.5,180.27,0.13,0.13,270.0,90.0,True,21.632,,23.435,,3035.0
2nd Floor plan - Zone 20,Partition,2nd Floor plan - Zone 17,17.542,Project partition,1.639,28.7574,22.5,394.695,0.13,0.13,180.0,90.0,True,0.0,,0.0,,6645.0
2nd Floor plan - Zone 20,Partition,2nd Floor plan - Zone 22,10.137,Project partition,1.639,16.618,22.5,228.0825,0.13,0.13,90.0,90.0,True,27.37,,29.651,,3840.0
2nd Floor plan - Zone 20,Partition,2nd Floor plan - Zone 25,12.154,Project partition,1.639,19.9246,22.5,273.465,0.13,0.13,90.0,90.0,True,32.816,,35.55,,4604.0
2nd Floor plan - Zone 20,Partition,2nd Floor plan - Zone 69,17.542,Project partition,1.639,28.7574,22.5,394.695,0.13,0.13,0.0,90.0,True,0.0,,0.0,,6645.0
2nd Floor plan - Zone 23,Infiltration,Outside,,,,314.616,,,,,,,False,0.0,,,,
2nd Floor plan - Zone 23,Floor,First floor - Zone 16,0.116,Project internal floor,2.929,0.3397,88.2,10.2312,0.1,0.17,0.0,180.0,True,0.0,,0.0,,49.0
2nd Floor plan - Zone 23,Floor,First floor - Zone 26,243.974,Project internal floor,2.929,714.5682,88.2,21518.51,0.1,0.17,0.0,180.0,True,0.0,,0.0,,103966.0
2nd Floor plan - Zone 23,Floor,First floor - Zone 25,2.097,Project internal floor,2.929,6.1418,88.2,184.9554,0.1,0.17,0.0,180.0,True,0.0,,0.0,,894.0
2nd Floor plan - Zone 23,Ceiling,3rd floor plan - Zone 12,1.113,Project internal floor_Reversed,2.929,3.2598,88.2,98.1666,0.17,0.1,180.0,0.0,True,9.349,,9.349,,474.0
2nd Floor plan - Zone 23,Roof,Outside,245.071,Best roof,0.223,54.6626,240.0,58817.04,0.04,0.1,180.0,0.0,True,39794.14,*,42183.58,*,69622.0
2nd Floor plan - Zone 23,Wall,Outside,91.933,Best wall,1.774,163.0973,143.164,13161.5,0.04,0.13,270.0,90.0,True,12206.86,,12477.15,,34823.0
2nd Floor plan - Zone 23,Wall,Outside,2.016,Best wall,1.774,3.5766,143.164,288.6186,0.04,0.13,180.01,90.0,True,267.685,,273.612,,764.0
2nd Floor plan - Zone 23,Wall,Outside,10.791,Best wall,1.774,19.1442,143.164,1544.883,0.04,0.13,0.0,90.0,True,1432.829,,1464.555,,4088.0
2nd Floor plan - Zone 23,Wall,Outside,60.265,Best wall,1.774,106.9155,143.164,8627.778,0.04,0.13,180.0,90.0,True,8001.986,,8179.166,,22828.0
2nd Floor plan - Zone 23,Wall,Outside,4.033,Best wall,1.774,7.1549,143.164,577.3804,0.04,0.13,90.0,90.0,True,535.502,,547.359,,1528.0
2nd Floor plan - Zone 23,Wall,Outside,1.362,Best wall,1.774,2.4163,143.164,194.9894,0.04,0.13,89.99,90.0,True,180.846,,184.851,,516.0
2nd Floor plan - Zone 23,Wall,Outside,1.363,Best wall,1.774,2.4181,143.164,195.1325,0.04,0.13,179.99,90.0,True,180.979,,184.986,,516.0
2nd Floor plan - Zone 23,Partition,2nd Floor plan - Zone 18,25.235,Project partition,1.639,41.3689,22.5,567.7875,0.13,0.13,89.38,90.0,True,68.135,,73.812,,9559.0
2nd Floor plan - Zone 23,Partition,2nd Floor plan - Zone 69,84.585,Project partition,1.639,138.6639,22.5,1903.163,0.13,0.13,90.0,90.0,True,0.0,,0.0,,32040.0
2nd Floor plan - Zone 23,Partition,2nd Floor plan - Zone 69,9.539,Project partition,1.639,15.6377,22.5,214.6275,0.13,0.13,0.0,90.0,True,0.0,,0.0,,3613.0
2nd Floor plan - Zone 23,Partition,2nd Floor plan - Zone 24,29.294,Project partition,1.639,48.023,22.5,659.1151,0.13,0.13,0.0,90.0,True,79.094,,85.685,,11096.0
